source,relation,target,sentence,file
AI,related_to,cooling," Warmer intake
       temperature and supply air temperature require less cooling energy",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"


                                                      11
Best Practices Guide for Energy-Efficient Data Center Design


     • Showing compliance with equipment intake air temperature specifications is the ultimate
       cooling performance metric in data centers",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"
Equipment closer to downflow CRAC units or computer room air handlers (CRAH) can receive
too little cooling air due to this effect",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"4 Free Cooling for further detail on
economizer control optimization)",3cb7658889f70999_fdef51bd83.txt
DOE,related_to,AI," In order to save energy, the temperature outside does not need
to be below the data center’s temperature set point; it only has to be cooler than the return air that
is exhausted from the room",3cb7658889f70999_fdef51bd83.txt
AI,increases,cooling," Designing for a higher return air
temperature increases the number of hours that outside air, or a waterside economizer/free
cooling, can be used to save energy",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," While the best
course of action is to select a unit designed for sensible cooling loads only or to increase the
airflow, an increased return air temperature can convert some of a standard package unit’s latent
capacity into usable sensible capacity very economically",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,4 Free Cooling for further detail),3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"1 Direct Expansion Systems
Packaged DX air conditioners likely compose the most common type of cooling equipment for
smaller data centers",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," There are, however, several options
available to improve the energy efficiency of cooling systems employing DX units",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Depending on the data center’s climate zone and air management, a DX unit with
air-side economizer can be a very energy-efficient cooling option for a small data center",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," To maintain a closed condenser water loop to the outside air, a closed loop
cooling tower can be selected",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," In dry climates, a system composed of water-
cooled CRAC units and cooling towers can be designed to be more energy efficient than air-




                                                      14
Best Practices Guide for Energy-Efficient Data Center Design


cooled CRAC unit systems",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," When ambient
conditions allow the condenser water to be cooled (by either drycooler or cooling tower) to the
point that it can provide a direct cooling benefit to the air entering the CRAC unit, condenser
water is diverted to the pre-cooling coil",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power," The data center supported by a centralized air system (on
the right) uses almost two-thirds of the input power to operate revenue-generating data center
equipment, compared to the multiple small unit system that uses just over one-third of its power
to operate the actual data center equipment",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," A CRAH unit that uses 55°F or higher chilled water, and efficient fans
with VSD with low pressure drop air design can minimize the energy use of cooling systems",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," The condenser water loop should also be optimized; a 5°F to 7°F approach
cooling tower plant with a condenser water temperature reset pairs nicely with a variable speed
chiller to offer large energy savings",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"1 Air-Side Economizer
The cooling load for a data center is independent of the outdoor air temperature",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," In fact, many data centers in cool climates use only economizer (air and/or water)
cooling and no DX cooling",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"6 Direct Liquid Cooling
Direct liquid cooling refers to a number of different cooling approaches that all share the same
characteristic of transferring waste heat to a fluid at or very near the point the heat is generated,
rather than transferring it to room air and then conditioning the room air",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Liquid cooling can
serve higher heat densities and be much more efficient than traditional air cooling, as water flow
is a much more efficient method of transporting heat",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," These warmer chilled water supply
temperatures facilitate the pairing of liquid cooling with a water-side economizer, further
increasing potential energy savings",3cb7658889f70999_fdef51bd83.txt
AI,related_to,GPU,"9 white paper, Emergence and Expansion of Liquid Cooling in Mainstream Data
Centers, indicates liquid cooling will become more mainstream due to increasing socket power
(CPU/GPU/TPU) and included Figure 5-2 that shows when a transition from air to liquid cooling
based on socket power is likely",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Air cooling versus liquid cooling, transition, and temperatures
                   Source: Emergence and Expansion of Liquid Cooling in Mainstream Data Centers, ASHRAE


There are a variety of different liquid-cooling technologies that can be used within data centers",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Several liquid-cooled solutions are considered hybrid
solutions, in that the majority (but not all) of the heat load from IT equipment is captured and
removed by the liquid—with the remaining heat load removed by traditional air cooling",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," CDU liquid-cooling system within a data center
                   Source: Emergence and Expansion of Liquid Cooling in Mainstream Data Centers, ASHRAE


Liquid-cooling technologies can be categorized into three technology classes:
     • Localized air-to-liquid heat exchanger (rear-door heat exchangers): Involves air-to-liquid
       heat exchanger (coil) placed at the back of a server-rack that captures server heat,
       resulting in energy efficiency gains by transferring heat to liquid clo",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"
          o Variations include rear-door heat exchanger (also referred to as cooling doors),
            enclosed cabinet, in-row coolers, and overhead cooling, all utilizing some type of air-
            to-liquid heat exchanger close-coupled with the IT source",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"
          o Options for cooling doors include active system where additional fans draw air
            through coils, or passive system where server fans move air through coils",3cb7658889f70999_fdef51bd83.txt
power,related_to,cooling," High-
performance computing data centers have been early adopters of direct liquid cooling due to rack
power densities (where densities of 60 kW per compute rack were observed in 2013, and recently
surpassing 125+ kW per compute rack)",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," These passive
humidification approaches also provide evaporative cooling of the air, in contrast to an electric
resistance humidifier heating the air, which further saves energy by reducing the load on the
cooling system",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Within the framework of ensuring continuous availability, a control system
should be programmed to maximize the energy efficiency of the cooling systems under variable
ambient conditions as well as variable IT loads",3cb7658889f70999_fdef51bd83.txt
AI,drives,cooling,"
Variable speed drives on CRAH and CRAC units allow for varying the airflow as the cooling
load fluctuates",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," However, cooling air delivery via conventional raised floor tiles
can be ill-suited for responding to the resulting dynamic heat load without either over-cooling the
space or starving some areas of sufficient cooling",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Variable air volume air delivery systems are a
much better solution for consistently providing cooling when and where it is needed",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," Supply air
and supply chilled water temperatures should be set as high as possible while maintaining the
necessary cooling capacity",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," One very important consideration to reducing unnecessary humidification
is to operate the cooling coils of the air-handling equipment above the dew point (usually by
running chilled water temperatures above 50°F), thus eliminating unnecessary dehumidification",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power," Maintaining a higher voltage in the source power lines fed from a UPS or generator
allows for a PDU to be located more centrally within a data center",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power,"
For reducing loads when a demand response event is announced, data center operators can take
certain reduction measures such as dimming a third of their lighting or powering-off idle office
equipment",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"1 Use of Waste Heat
The higher the cooling air or water temperature leaving the server, the greater the opportunity for
using waste heat",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"
In most cases, data centers will have a redundant cooling system able to remove the heat if the
heat host is unavailable",3cb7658889f70999_fdef51bd83.txt
power,related_to,PUE,"1 Power Usage Effectiveness (PUE)
PUE is defined as the ratio of the total annual energy to run the data center facility to the total
annual energy drawn by all IT equipment:
           𝑇𝑇𝑇𝑇𝑇𝑇𝑇𝑇𝑇𝑇 𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹 𝐸𝐸𝐸𝐸𝐸𝐸𝐸𝐸𝐸𝐸𝐸𝐸                      Standard   Good   Better
𝑃𝑃𝑃𝑃𝑃𝑃 =                                                                    1",3cb7658889f70999_fdef51bd83.txt
DOE,related_to,PUE,"
It is important to note that PUE does not define the overall efficiency of an entire data center, but
only the efficiency of the supporting equipment (the infrastructure) within a data center",3cb7658889f70999_fdef51bd83.txt
power,related_to,cooling," Using the annual measurements
provides the advantage of accounting for variable free-cooling energy savings as well as the
trend for dynamic IT loads due to practices such as IT power management",3cb7658889f70999_fdef51bd83.txt
power,related_to,PUE,"
PUE is defined with respect to site power draw",3cb7658889f70999_fdef51bd83.txt
power,related_to,cooling,"0 means
100% of the power brought to the data center goes to IT equipment and none to cooling, lighting,
or other non-IT loads",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power," CO2
emission rate can be obtained from the EPA Power Profile website by entering a U",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"1 Rack Cooling Index (RCI)
As discussed in this report, raising the data center temperature needs to be carefully executed to
avoid IT equipment overheating",3cb7658889f70999_fdef51bd83.txt
DOE,related_to,AI,"DOE Air
Management Tool: http://datacenters",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power,"6 Airflow Efficiency
This metric characterizes overall airflow efficiency in terms of the total fan power required per
unit of airflow",3cb7658889f70999_fdef51bd83.txt
power,related_to,cooling," The most common
metric used to measure the efficiency of an HVAC system is the ratio of average cooling system
power usage (kW) to the average data center cooling load (tons)",3cb7658889f70999_fdef51bd83.txt
power,related_to,cooling,"
The International Standard ISO/IEC 30134 Information Technology — Data Centers — Key
performance Indicators has a series of metrics: Part 1 Overview and general requirements, Part 2:
Power usage effectiveness (PUE), Part 3: Renewable energy factor (REF), Part 4: IT Equipment
Energy Efficiency for servers (ITEEsv), Part 5: IT Equipment Utilization for servers (ITEUsv),
Part 6: Energy Reuse Factor (ERF), Part 7: Cooling Efficiency Ratio (CER), Part 8: Carbon
Usage Effectiveness (CUE), Part 9: Wat",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power," A more detailed assessment could include monitoring to measure losses
along the electrical power chain equipment such as transformers, UPS, and PDUs with
transformers",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"




                                                      33
Best Practices Guide for Energy-Efficient Data Center Design



9 Conclusion
This guide provided an overview of best practices for energy-efficient data center design
spanning the categories of IT systems and their environmental conditions, data center air
management, cooling and electrical systems, and heat recovery",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," An effective organization will
consider the total cost of ownership for operational efficiency and cost, utilizing different
energy-based metrics, sustainability metrics (water and carbon), and related metrics (thermal,
airflow, and cooling) to capture a view of the efficiencies at which a data center performs",3cb7658889f70999_fdef51bd83.txt
power,related_to,PUE," Reduce energy use by making systems as efficient as possible – the associated data center
       metric is Power Usage Effectiveness (PUE)",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling," It covers
all major energy consuming systems (IT equipment, Air Management, Cooling, and Electrical)",3cb7658889f70999_fdef51bd83.txt
AI,related_to,cooling,"
     • Airflow and Cooling Performance of Data Centers: Two Performance Metrics (RCI and
       RTI)",3cb7658889f70999_fdef51bd83.txt
AI,related_to,power,"                                                       Executive Summary                                               3
E3 Study Team (Alphabetized):
  Linus Beer, Managing Consultant                                          Overview of Approach                                            5
  Nicole Chan, Managing Consultant
  Kushal Patel, Senior Partner
  Paul Picciano, Managing Consultant                                       Primer: How Power Markets Work                                  6
 ",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission,"           Berkeley National Lab’s (LBNL) recent study found similar
Retail rates reflect a combination of generation, transmission,          results, except in the PJM region",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission," This foundation is
critical for interpreting existing studies, as retail electricity
prices reflect a combination of generation, transmission,
and distribution investments, market dynamics, and
regulatory processes rather than changes in load alone",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"




                                                           Understanding the Drivers of Rising Electricity Rates and the Role of Data Centers   5
Primer: How Power Markets Work
Before delving into the quantitative studies, this paper                                                     Electric power markets exist to solve a physical constraint:
begins with a primer on the fundamentals of power markets                                                    electricity must be produced when it i",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission," Capital investments
                                                                                                             transmission and distribution assets and continue to operate
are included in the utility’s rate base, whereas the approved
                                                                                                             under regulated retail rate structures",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission," RTOs use economic dispatch to help
maintain this balance, selecting the least-cost combination of
available resources that can meet demand while respecting
transmission limits and reliability constraints",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission," The process
as the revenue requirement, represents the amount the utility                                                            first functionalizes costs by system function (generation,
must collect to provide reliable service and maintain financial                                                          transmission, distribution, and customer-related costs), then
stability",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,transmission,"14 These                                                              Investments
concerns generally fall into five categories: confidential contracts,                                                     Concern: Utilities could build transmission or generation
                                                                                                                          in anticipation of load growth that does not materialize
transmission cost allocation, stranded asset risk, allocato",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission," Market
           allocation rules and state-level retail allocation methods                                                      rule adjustments, capacity accreditation policies, and
           may allow transmission costs driven by large loads to impact                                                    interconnection standards fall within federal jurisdiction
           residential bills",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,AI," The existence of
           Context: Transmission cost allocation is inherently regional and                                                this theoretical pathway does not itself demonstrate retail
           often based on shared-benefit principles rather than strict one-to-                                             subsidy but highlights the importance of coordinated
           one cost causation",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission, Most existing transmission cost allocation                                                          uncertainty and investment risk,9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission,"
transmission connection costs to be paid by all ratepayers
instead of a clear attribution to new large loads",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"32 In more illustrative terms, the South
because much of a utility’s network and public policy costs                                                             Carolina Power Team shared that “in 2024, Google paid the
are fixed; adding large, high-load factor loads like data centers                                                       equivalent of 136,000 residential homes to our fixed costs",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,AI," The overarching conclusion is that
                                                                                                                        rising cost, nor does it evaluate how fairly costs are distributed
current regulatory frameworks are functioning as intended,
                                                                                                                        across customer classes",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"38 The study finds that rapid                                                       emphasizes that future load growth is highly uncertain: much
demand growth, absent stronger customer protections or load                                                        depends on how many announced projects are actually built,
flexibility, could increase reliance on more expensive gas- and                                                    how quickly new facilities ramp up, and how energy-intensive
oil-f",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,AI," It also assumes that there is no new regulatory                                                    Unlike the Dallas Fed study, the EPRI report does not estimate
action to assign these costs to large loads and to shield other                                                    direct effects on retail rates or customer bills",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,transmission,"                                                          on what kinds of generation may be added to serve various
The study also does not examine transmission, distribution, or                                                     levels of growth under different policy and procurement
interconnection costs, nor did it consider how these costs are                                                     choices to identify least-cost pathways",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"

                                                                                                Understanding the Drivers of Rising Electricity Rates and the Role of Data Centers                                        18
data center demand is paired with 24/7 carbon-free energy                                                        and where costs can be shared across all ratepayers instead
goals, the mix shifts toward renewables, batteries, and, where                                         ",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission,"                                                                      level connection costs caused by specific customers, create a
The Union of Concerned Scientists’ (UCS) “Connection                                                             separate rate category for customers with direct transmission
Costs” policy brief focuses on another specific but important                                                    connections, and ensure that transmission built for a single
problem: how grid c",9aa35d0856cbc889_5cd7f46bcd.txt
power,related_to,transmission," But when                                                    UCS’ “Data Center Power Play” report takes a wider national
100–1,000 MW data centers connect at the transmission level,                                                     view",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"45 Rather than focusing on a single cost-allocation
those costs can flow into a part of the rate system overseen                                                     loophole, it uses NREL’s ReEDS least-cost power-sector model
by FERC and then be passed through retail rates approved by                                                      to test how different data center growth assumptions and
state commissions, making it much harder to trace and assign                                            ",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,AI," It further finds that 6 of the 130 projects were                                                  important assumptions and limitations: it assumes only half
described as having no cost to other customers, meaning the                                                      of announced projects are built, allows projects to take up to
remaining 124 projects in those seven states possibly fed into                                                   five years to reach full load, does not model potent",9aa35d0856cbc889_5cd7f46bcd.txt
AI,increases,transmission," Focusing on retail electricity
     Costs: Increased spending in transmission and distribution                                                prices is important because they reflect the combined effect
     infrastructure has contributed to retail price increases,                                                 of multiple cost factors as discussed above",9aa35d0856cbc889_5cd7f46bcd.txt
AI,increases,power," In the
     particular, net metering (NEM) solar penetration was                                                      Northeast, price increases have primarily been driven by
     correlated with increased prices, with an impact as high                                                  purchased power and operations and maintenance (O&M)
     >2 cents/kWh in California",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power, AI data centers are sending power bills soaring [Interactive graphic],9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"
whereas the remaining ~50% can be attributed to changes in
programmatic parameters (IRM, FPR, ELCC, VRR curve), supply                                                         Inclusion of Retiring Power Plants in Supply Calculations:
constraints, and the assumed net cost of new entry (Net                                                             Previously, power plants that are slated for retirement
CONE) of the assumed marginal capacity resource",9aa35d0856cbc889_5cd7f46bcd.txt
AI,requires,power," It’s important
       contracting phase (planned for September 2026 through
                                                                                                                     to note that capacity prices are only one category of costs that
       March 2027), where PJM acts as confidential matchmaker
                                                                                                                     impacts retail rates, and utilities ultimately allocate costs ",9aa35d0856cbc889_5cd7f46bcd.txt
AI,increases,transmission," Transmission and distribution infrastructure
                                                                                                             modest retail price increases relative to regions such as
is owned by regulated Transmission and Distribution Utilities
                                                                                                             California and the Northeast",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"
Retail Electric Providers procure power in wholesale markets
and sell it to end-use customers",9aa35d0856cbc889_5cd7f46bcd.txt
power,related_to,cooling," Most notably, Senate Bill 6 mandates the PUCT to
                                                                                                                     described how the effort integrates localized analysis of
ensure that large load customers contribute to network
                                                                                                                     site suitability, water and cooling, grid and on-site power,
upgrades and establishes interconnection s",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power," Senate Bill 6: Relating to the planning for, interconnection and operation of, and costs related to providing service for certain electrical loads and to the generation of electric power by a
     water supply or sewer service corporation (Enrolled bill)",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power," The largest utility, Georgia                                                       Policy Responses and Customer Risk
Power, owns generation, transmission, and distribution                                                          Protection
and recovers the cost through retail rates approved by the
                                                                                                                The Georgia PSC approved new rules in January 2025 that
Georgia Public Service Commissi",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission," In a
                                                                                                                loads like data centers to pay certain site-specific and
vertically integrated utility, the primary policy question is not
                                                                                                                upstream costs for generation, transmission, and distribution
competition or price discovery but regulatory cost recovery
                         ",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,AI," 82 While this freeze does not directly protect retail
2,076 MW, as of year-end 2025",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,hyperscale,"78 Continued hyperscale,                                                          consumers from all cost pathways, it demonstrates an intentional
cloud, and AI-driven demand has sustained strong colocation                                                     approach to manage timing and exposure of retail impacts",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,GPU," This rise is mainly driven by both traditional
colocation customers and tenants seeking GPU-as-a-service
(GPUaaS) deployments",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"gov/news/home/2024/08/01/
     integrated-resource-planning-workshop-highlights---how-arizona-regulated-utilities-plan-to-power-arizona-s-future
84
     Pinnacle West Capital Corporation, 2024 Full Year and Q4 Earnings Release, February 2025; APS, statements on projected retail sales growth and capacity expansion plans",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power,"com/renewables/news/55245162/aps-signs-agreements-to-add-about-7300-mw-of-renewable-power-battery-energy-storage-and-natural-gas-to-
     energy-mix


                                                                                           Understanding the Drivers of Rising Electricity Rates and the Role of Data Centers                                 29
Policy Responses and Customer Risk                                                                             Market Summary
Protection   ",9aa35d0856cbc889_5cd7f46bcd.txt
DOE,related_to,AI," Overview of Quantitative Studies Reviewed
                                          Forward or                            Geographic
 Study Authors and Name         Year                         Study Type                            Relevance to Whitepaper                                   Limitations
                                       Backward Looking                           Scope
                                                                                                    Relevant ",9aa35d0856cbc889_5cd7f46bcd.txt
power,related_to,PUE," Findings
                                2026   Forward-looking       Quantitative
   Center Electricity Use                                                        state-level     demand, state concentration,        depend on assumptions about PUE, utilization, ramp-
  and Power Strategies,”                                                          analysis)           and supply strategies",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,transmission,"
                                                                                                                                     Focuses on inflation and retail electricity prices rather
                                                                                                                                     than broader system planning or siting issues affected
                                                                                                                        ",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power," Select Large Load Tariffs (2018-2026)
                                                                                                                                 Includes            Includes
                                                                                                                                Minimum            Contribution
                                                                                          Minimum Load   Long Term Con-                        ",9aa35d0856cbc889_5cd7f46bcd.txt
AI,related_to,power," 33B: Medium Economic
                                                   Development Rate




                                                                                                         Understanding the Drivers of Rising Electricity Rates and the Role of Data Centers 36
                                                                                                                                  Includes            Includes
                                                       ",9aa35d0856cbc889_5cd7f46bcd.txt
Alaska,related_to,AI,"ELECTRIC GENERATION AND TRANSMISSION
ON THE RAILBELT
                                                     Joe Griffith
                               Chief Executive Officer, ARCTEC

                    Alaska Conference of Mayors Energy Summit
                                                Juneau, Alaska
                                             February 18, 2014




                                                               1
RAILBELT MAKEUP
•   Electrical utilities are all cooperativ",803e76b93e3142e7_3188fe6027.txt
DOE,related_to,Alaska,"
•   Railbelt economy demands reasonably-priced power (as does the rest of Alaska)",803e76b93e3142e7_3188fe6027.txt
Alaska,related_to,AI,"




                                                                                  6
AEA TRANSMISSION STUDY (2012)
•   Southern section upgrades proposed:
     • Quartz creek to University (AC)
          • Additional conductor from Quartz Creek to Daves Creek
          • 230 kV upgrade from Daves Creek to University s/s
     • DC tie line from Bernice Lake to Beluga
     • 2nd 115kV line from Bradley Junction to Soldotna
     • Anchorage battery
•   Northern Upgrades
     • 230 kV Lake Lorr",803e76b93e3142e7_3188fe6027.txt
Alaska,related_to,AI,"                                       Executive Summary
                         Alaska’s Railbelt Electric System:
                       Decarbonization Scenarios For 2050
Phylicia Cicilio1 , Jeremy VanderMeer1 , Steve Colt1 , Alexis Francisco1 , Emilia Sakai
    Hernandez1 , Cameron Morelli1 , Michelle Wilber1 , Chris Pike1 , Derek Stenclik2 ,
     Matthew Richwine2 , Christopher Cox2 , Isabela Anselmo2 , and Kelsey Ciemny2
              1 Alaska Center for Energy and Power, University of Al",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,", ""Alaska’s Railbelt Electric System: Decarbonization Scenarios for 2050,"" Alaska
Center for Energy and Power, University of Alaska, Fairbanks, 2023",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"10520544




                                                2
                                                          Notice
The University of Alaska Fairbanks is an affirmative action/equal opportunity employer and educational institu-
tion",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"
This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at the University of Alaska,
Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"




                                                             iii

                  This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at
                   the University of Alaska, Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,power," Foster, MAFA
    • David Lockard
    • Those who contributed at the Stakeholder Workshop and completed the Stakeholder Survey
    • City of Seward, Alaska: Rob Montgomery
The following individuals from the Alaska Center for Energy and Power are also thanked and acknowledged for their
comments and review throughout the process: Glen Woodworth, Ian MacDougall, Mariko Shirazi, Erin Trochim,
Mohammad Heidari Kapourchali, Vanessa Raymond, Andrew Miles, Gwen Holdmann, Jeremy Kasper, and Peter
Asmus",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"




                                                            iv

                 This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at
                  the University of Alaska, Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"1    Alaska Railbelt transmission, load regions, and electric utility territories ",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"             9




                                                             v

                  This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at
                   the University of Alaska, Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"1 Introduction
The Railbelt is the largest regional electric grid in Alaska, spanning approximately 700 miles from Fairbanks to
Homer, as seen in Figure 1",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"

The goal of this study is to explore and quantify decarbonization scenarios of Alaska’s Railbelt electric grid by the
year 2050",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"

This project aims to provide valuable information to the Alaskan public and decision makers on the economic and re-
liability implications of several decarbonization scenarios and to demonstrate methods for evaluating Railbelt energy
transitions",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"

The outcomes of this study include:

    • Evaluate various resource mixes and quantities necessary to meet high-decarbonization objectives in the
      Railbelt,

    • Quantify the electric load impacts of electrification, including high electric vehicle and heat pump adoption,

    • Characterize the operational and reliability implications of decarbonization scenarios,

    • Quantify the potential capital costs and operational costs of a decarbonized power system,

    • Create informatio",8b472f86bd50ee2e_e30f870f2e.txt
AI,related_to,power,"2 Overview of Methods
To evaluate the changes to power system operations and grid stability with increasing renewable energy and elec-
trification, this analysis leveraged detailed power system simulation and modeling software",8b472f86bd50ee2e_e30f870f2e.txt
power,related_to,transmission," When it comes to power system modeling, no one tool can provide a com-
prehensive analysis across the generation, transmission, and distribution segments of utility planning",8b472f86bd50ee2e_e30f870f2e.txt
AI,related_to,transmission," This allows for each tool to properly evaluate its domain, while linking
inputs, assumptions, and outputs between the tools to overcome seams in the analysis typically found between the
generation and transmission analyses",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"




                                                            1

                 This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at
                  the University of Alaska, Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI," Alaska Railbelt transmission, load regions, and electric utility territories




                                               2

This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at
 the University of Alaska, Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
AI,related_to,transmission," Resource Assessment: The energy resources considered in this study were identified by high resource avail-
      ability near the existing Railbelt transmission system",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI," Load Forecasting and Electrification: The Alaska Center for Energy and Power project team developed
      a load forecast for the Alaska Railbelt following current trends for electric load growth and the impact of
      electrification of other energy sectors, namely transportation and heating",8b472f86bd50ee2e_e30f870f2e.txt
AI,related_to,transmission,"

           • Production Cost Analysis: The analysis utilized Energy Exemplar’s PLEXOS production cost model
             to quantify hour-to-hour operation of the grid to match load and generation in a least cost manner while
             meeting reliability constraints like regulation reserves, contingency reserves, and transmission constraints
             based on the initial economic capacity sizing, load forecasts, and energy resource information including
             availability and op",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI,"org/

Portals/0/Programs/Railbelt%20Energy/Alaska%20Inertie/RailbeltOpratingRlbilityStndardsFinal2017",8b472f86bd50ee2e_e30f870f2e.txt
Alaska,related_to,AI," 2020 Study of the Levels of Flex Reserve and Regulating Reserve Necessary for Reliable System Operation




                                                                       3
                     This report is available at no cost from the Alaska Center for Energy and Power (ACEP) at
                      the University of Alaska, Fairbanks (UAF) at www",8b472f86bd50ee2e_e30f870f2e.txt
